MEMÓRIA LIMPA
Logging to logs-Random\active_learning_20250712_170701
C:\Users\Gabriel\AppData\Roaming\Python\Python313\site-packages\stable_baselines3\common\on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Encontradas 91792 imagens no pool
Using cuda device
---------------------------------
| custom/            |          |
|    approx_kl            | 0.005303709 |
|    clip_fraction        | 0.0373      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.202      |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0001      |
|    loss                 | 0.51        |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00519    |
|    value_loss           | 2.52        |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 300           |
|    mean_confidence      | 0.618         |
|    mean_entropy         | 0.746         |
| rollout/                |               |
|    ep_len_mean          | 301           |
|    ep_rew_mean          | 91            |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 38            |
|    time_elapsed         | 6707          |
|    total_timesteps      | 77824         |
| train/                  |               |
|    approx_kl            | 3.8393773e-07 |
|    clip_fraction        | 0.000488      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0211       |
|    explained_variance   | 0.935         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.182         |
|    n_updates            | 370           |
|    policy_gradient_loss | -2.46e-05     |
|    value_loss           | 1.56          |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 809          |
|    mean_confidence      | 0.612        |
|    mean_entropy         | 0.747        |
| rollout/                |              |
|    ep_len_mean          | 813          |
|    ep_rew_mean          | 245          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 39           |
|    time_elapsed         | 6842         |
|    total_timesteps      | 79872        |
| train/                  |              |
|    approx_kl            | 0.0018361118 |
|    clip_fraction        | 0.033        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.162       |
|    explained_variance   | 0.996        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.21         |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00191     |
|    value_loss           | 2.11         |
------------------------------------------
Eval num_timesteps=80000, episode_reward=290.95 +/- 1.79
Episode length: 946.00 +/- 0.00
-------------------------------------------
| custom/                 |               |
|    images_selected      | 838           |
|    mean_confidence      | 0.612         |
|    mean_entropy         | 0.747         |
| eval/                   |               |
|    mean_ep_length       | 946           |
|    mean_reward          | 291           |
| time/                   |               |
|    total_timesteps      | 80000         |
| train/                  |               |
|    approx_kl            | 0.00025583198 |
|    clip_fraction        | 0.00576       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0134       |
|    explained_variance   | 0.959         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.26          |
|    n_updates            | 390           |
|    policy_gradient_loss | 0.000227      |
|    value_loss           | 0.993         |
-------------------------------------------
---------------------------------
| custom/            |          |
|    images_selected | 480      |
|    mean_confidence | 0.595    |
|    mean_entropy    | 0.745    |
| rollout/           |          |
|    ep_len_mean     | 468      |
|    ep_rew_mean     | 143      |
| time/              |          |
|    fps             | 11       |
|    iterations      | 40       |
|    time_elapsed    | 7444     |
|    total_timesteps | 81920    |
---------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 30          |
|    mean_confidence      | 0.565       |
|    mean_entropy         | 0.762       |
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | 57.1        |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 41          |
|    time_elapsed         | 7577        |
|    total_timesteps      | 83968       |
| train/                  |             |
|    approx_kl            | 0.002895201 |
|    clip_fraction        | 0.00327     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.00722    |
|    explained_variance   | -0.167      |
|    learning_rate        | 0.0001      |
|    loss                 | 0.211       |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00133    |
|    value_loss           | 2.46        |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 542           |
|    mean_confidence      | 0.609         |
|    mean_entropy         | 0.749         |
| rollout/                |               |
|    ep_len_mean          | 522           |
|    ep_rew_mean          | 159           |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 42            |
|    time_elapsed         | 7710          |
|    total_timesteps      | 86016         |
| train/                  |               |
|    approx_kl            | 0.00018232272 |
|    clip_fraction        | 0.0126        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.123        |
|    explained_variance   | 0.982         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.433         |
|    n_updates            | 410           |
|    policy_gradient_loss | 0.00176       |
|    value_loss           | 1.01          |
-------------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 73        |
|    mean_confidence      | 0.571     |
|    mean_entropy         | 0.786     |
| rollout/                |           |
|    ep_len_mean          | 59.5      |
|    ep_rew_mean          | 18.5      |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 43        |
|    time_elapsed         | 7845      |
|    total_timesteps      | 88064     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.04e-07 |
|    explained_variance   | 0.612     |
|    learning_rate        | 0.0001    |
|    loss                 | 2.51      |
|    n_updates            | 420       |
|    policy_gradient_loss | -6.26e-10 |
|    value_loss           | 1.88      |
---------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 585          |
|    mean_confidence      | 0.606        |
|    mean_entropy         | 0.75         |
| rollout/                |              |
|    ep_len_mean          | 572          |
|    ep_rew_mean          | 174          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 44           |
|    time_elapsed         | 7977         |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0009856501 |
|    clip_fraction        | 0.00396      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.105       |
|    explained_variance   | 0.988        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.246        |
|    n_updates            | 430          |
|    policy_gradient_loss | -7.39e-05    |
|    value_loss           | 0.978        |
------------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 133       |
|    mean_confidence      | 0.63      |
|    mean_entropy         | 0.722     |
| rollout/                |           |
|    ep_len_mean          | 114       |
|    ep_rew_mean          | 33.9      |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 45        |
|    time_elapsed         | 8109      |
|    total_timesteps      | 92160     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.27e-07 |
|    explained_variance   | 0.291     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.659     |
|    n_updates            | 440       |
|    policy_gradient_loss | 5.07e-10  |
|    value_loss           | 1.73      |
---------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 645          |
|    mean_confidence      | 0.602        |
|    mean_entropy         | 0.749        |
| rollout/                |              |
|    ep_len_mean          | 626          |
|    ep_rew_mean          | 190          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 46           |
|    time_elapsed         | 8243         |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0013788475 |
|    clip_fraction        | 0.00781      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.113       |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0001       |
|    loss                 | 5.57         |
|    n_updates            | 450          |
|    policy_gradient_loss | 0.00334      |
|    value_loss           | 1.18         |
------------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 188       |
|    mean_confidence      | 0.612     |
|    mean_entropy         | 0.764     |
| rollout/                |           |
|    ep_len_mean          | 164       |
|    ep_rew_mean          | 47.4      |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 47        |
|    time_elapsed         | 8378      |
|    total_timesteps      | 96256     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.26e-06 |
|    explained_variance   | 0.442     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.494     |
|    n_updates            | 460       |
|    policy_gradient_loss | 2.2e-08   |
|    value_loss           | 0.948     |
---------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 700           |
|    mean_confidence      | 0.611         |
|    mean_entropy         | 0.76          |
| rollout/                |               |
|    ep_len_mean          | 676           |
|    ep_rew_mean          | 204           |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 48            |
|    time_elapsed         | 8512          |
|    total_timesteps      | 98304         |
| train/                  |               |
|    approx_kl            | 0.00018025695 |
|    clip_fraction        | 0.00688       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.117        |
|    explained_variance   | 0.992         |
|    learning_rate        | 0.0001        |
|    loss                 | 1.2           |
|    n_updates            | 470           |
|    policy_gradient_loss | 0.000974      |
|    value_loss           | 1.62          |
-------------------------------------------
Eval num_timesteps=100000, episode_reward=288.67 +/- 4.10
Episode length: 946.00 +/- 0.00
---------------------------------------
| custom/                 |           |
|    images_selected      | 156       |
|    mean_confidence      | 0.62      |
|    mean_entropy         | 0.731     |
| eval/                   |           |
|    mean_ep_length       | 946       |
|    mean_reward          | 289       |
| time/                   |           |
|    total_timesteps      | 100000    |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -3.85e-05 |
|    explained_variance   | 0.0749    |
|    learning_rate        | 0.0001    |
|    loss                 | 0.248     |
|    n_updates            | 480       |
|    policy_gradient_loss | 2.55e-08  |
|    value_loss           | 1.33      |
---------------------------------------
---------------------------------
| custom/            |          |
|    images_selected | 88       |
|    mean_confidence | 0.585    |
|    mean_entropy    | 0.743    |
| rollout/           |          |
|    ep_len_mean     | 76       |
|    ep_rew_mean     | 24       |
| time/              |          |
|    fps             | 11       |
|    iterations      | 49       |
|    time_elapsed    | 9108     |
|    total_timesteps | 100352   |
---------------------------------
Agente treinado e salvo em: logs-Random\active_learning_20250712_170701
Tempo de treinamento: 151.91 minutos
