Logging to logs-clustering\active_learning_20250625_040955
C:\Users\Gabriel\AppData\Roaming\Python\Python313\site-packages\stable_baselines3\common\policies.py:486: UserWarning: As shared layers in the mlp_extractor are removed since SB3 v1.8.0, you should now pass directly a dictionary and not a list (net_arch=dict(pi=..., vf=...) instead of net_arch=[dict(pi=..., vf=...)])
  warnings.warn(
C:\Users\Gabriel\AppData\Roaming\Python\Python313\site-packages\stable_baselines3\common\on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Encontradas 94583 imagens no pool
Using cuda device
---------------------------------
| custom/            |          |
|    approx_kl            | 0.015111198 |
|    clip_fraction        | 0.0277      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.16       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.29        |
|    n_updates            | 350         |
|    policy_gradient_loss | 0.00463     |
|    value_loss           | 0.828       |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 931           |
|    mean_confidence      | 15.2          |
|    mean_entropy         | 19.3          |
| rollout/                |               |
|    ep_len_mean          | 796           |
|    ep_rew_mean          | 7.34e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 37            |
|    time_elapsed         | 6386          |
|    total_timesteps      | 75776         |
| train/                  |               |
|    approx_kl            | 0.00036278146 |
|    clip_fraction        | 0.00278       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0787       |
|    explained_variance   | 0.996         |
|    learning_rate        | 0.0003        |
|    loss                 | 0.165         |
|    n_updates            | 360           |
|    policy_gradient_loss | -0.00185      |
|    value_loss           | 1.72          |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 478         |
|    mean_confidence      | 31.3        |
|    mean_entropy         | 39.5        |
| rollout/                |             |
|    ep_len_mean          | 485         |
|    ep_rew_mean          | 7.56e+03    |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 38          |
|    time_elapsed         | 6518        |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.002886158 |
|    clip_fraction        | 0.0206      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.0954     |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0868      |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.000642   |
|    value_loss           | 0.712       |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 8             |
|    mean_confidence      | 1.91e+03      |
|    mean_entropy         | 2.41e+03      |
| rollout/                |               |
|    ep_len_mean          | 319           |
|    ep_rew_mean          | 7.49e+03      |
| time/                   |               |
|    fps                  | 12            |
|    iterations           | 39            |
|    time_elapsed         | 6649          |
|    total_timesteps      | 79872         |
| train/                  |               |
|    approx_kl            | 3.0039067e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0252       |
|    explained_variance   | 0.99          |
|    learning_rate        | 0.0003        |
|    loss                 | 0.876         |
|    n_updates            | 380           |
|    policy_gradient_loss | -0.000157     |
|    value_loss           | 2.95          |
-------------------------------------------
Eval num_timesteps=80000, episode_reward=297.39 +/- 3.91
Episode length: 945.00 +/- 0.00
-----------------------------------------
| custom/                 |             |
|    images_selected      | 39          |
|    mean_confidence      | 392         |
|    mean_entropy         | 495         |
| eval/                   |             |
|    mean_ep_length       | 945         |
|    mean_reward          | 297         |
| time/                   |             |
|    total_timesteps      | 80000       |
| train/                  |             |
|    approx_kl            | 0.009562982 |
|    clip_fraction        | 0.0234      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.13       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.971       |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00109    |
|    value_loss           | 1.04        |
-----------------------------------------
---------------------------------
| custom/            |          |
|    images_selected | 480      |
|    mean_confidence | 34.8     |
|    mean_entropy    | 43.9     |
| rollout/           |          |
|    ep_len_mean     | 468      |
|    ep_rew_mean     | 8.46e+03 |
| time/              |          |
|    fps             | 11       |
|    iterations      | 40       |
|    time_elapsed    | 7248     |
|    total_timesteps | 81920    |
---------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 22        |
|    mean_confidence      | 772       |
|    mean_entropy         | 976       |
| rollout/                |           |
|    ep_len_mean          | 165       |
|    ep_rew_mean          | 8.36e+03  |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 41        |
|    time_elapsed         | 7380      |
|    total_timesteps      | 83968     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -4.84e-09 |
|    explained_variance   | 0.525     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.274     |
|    n_updates            | 400       |
|    policy_gradient_loss | -1.42e-09 |
|    value_loss           | 2.84      |
---------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 534          |
|    mean_confidence      | 32.4         |
|    mean_entropy         | 40.9         |
| rollout/                |              |
|    ep_len_mean          | 521          |
|    ep_rew_mean          | 8.77e+03     |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 42           |
|    time_elapsed         | 7512         |
|    total_timesteps      | 86016        |
| train/                  |              |
|    approx_kl            | 0.0014616279 |
|    clip_fraction        | 0.0101       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.103       |
|    explained_variance   | 0.996        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.728        |
|    n_updates            | 410          |
|    policy_gradient_loss | 0.000826     |
|    value_loss           | 0.913        |
------------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 80        |
|    mean_confidence      | 220       |
|    mean_entropy         | 278       |
| rollout/                |           |
|    ep_len_mean          | 64.2      |
|    ep_rew_mean          | 8.92e+03  |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 43        |
|    time_elapsed         | 7644      |
|    total_timesteps      | 88064     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.38e-10 |
|    explained_variance   | 0.831     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.547     |
|    n_updates            | 420       |
|    policy_gradient_loss | 7.14e-10  |
|    value_loss           | 1.89      |
---------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 592         |
|    mean_confidence      | 30.3        |
|    mean_entropy         | 38.2        |
| rollout/                |             |
|    ep_len_mean          | 576         |
|    ep_rew_mean          | 9.09e+03    |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 44          |
|    time_elapsed         | 7775        |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.003891065 |
|    clip_fraction        | 0.0198      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.0711     |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.77        |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.00199    |
|    value_loss           | 1.33        |
-----------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 150       |
|    mean_confidence      | 121       |
|    mean_entropy         | 153       |
| rollout/                |           |
|    ep_len_mean          | 133       |
|    ep_rew_mean          | 9.24e+03  |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 45        |
|    time_elapsed         | 7907      |
|    total_timesteps      | 92160     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.7e-12  |
|    explained_variance   | 0.689     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.443     |
|    n_updates            | 440       |
|    policy_gradient_loss | -5.48e-10 |
|    value_loss           | 1.67      |
---------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 662           |
|    mean_confidence      | 28            |
|    mean_entropy         | 35.4          |
| rollout/                |               |
|    ep_len_mean          | 645           |
|    ep_rew_mean          | 9.4e+03       |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 46            |
|    time_elapsed         | 8038          |
|    total_timesteps      | 94208         |
| train/                  |               |
|    approx_kl            | 0.00019246653 |
|    clip_fraction        | 0.00435       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0613       |
|    explained_variance   | 0.996         |
|    learning_rate        | 0.0003        |
|    loss                 | 0.0985        |
|    n_updates            | 450           |
|    policy_gradient_loss | 0.000625      |
|    value_loss           | 1.2           |
-------------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 219       |
|    mean_confidence      | 85.9      |
|    mean_entropy         | 109       |
| rollout/                |           |
|    ep_len_mean          | 195       |
|    ep_rew_mean          | 9.56e+03  |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 47        |
|    time_elapsed         | 8170      |
|    total_timesteps      | 96256     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -5.06e-10 |
|    explained_variance   | 0.695     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.827     |
|    n_updates            | 460       |
|    policy_gradient_loss | -5.11e-10 |
|    value_loss           | 1.63      |
---------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 731         |
|    mean_confidence      | 26.2        |
|    mean_entropy         | 33.1        |
| rollout/                |             |
|    ep_len_mean          | 707         |
|    ep_rew_mean          | 9.72e+03    |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 48          |
|    time_elapsed         | 8302        |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.001642392 |
|    clip_fraction        | 0.0113      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.0518     |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.965       |
|    n_updates            | 470         |
|    policy_gradient_loss | -3.61e-05   |
|    value_loss           | 1.61        |
-----------------------------------------
Eval num_timesteps=100000, episode_reward=300.90 +/- 3.74
Episode length: 945.00 +/- 0.00
--------------------------------------
| custom/                 |          |
|    images_selected      | 205      |
|    mean_confidence      | 94.5     |
|    mean_entropy         | 120      |
| eval/                   |          |
|    mean_ep_length       | 945      |
|    mean_reward          | 301      |
| time/                   |          |
|    total_timesteps      | 100000   |
| train/                  |          |
|    approx_kl            | 0.0      |
|    clip_fraction        | 0        |
|    clip_range           | 0.2      |
|    entropy_loss         | -3.2e-10 |
|    explained_variance   | 0.823    |
|    learning_rate        | 0.0003   |
|    loss                 | 0.189    |
|    n_updates            | 480      |
|    policy_gradient_loss | 5.17e-11 |
|    value_loss           | 1.06     |
--------------------------------------
New best mean reward!
---------------------------------
| custom/            |          |
|    images_selected | 88       |
|    mean_confidence | 233      |
|    mean_entropy    | 295      |
| rollout/           |          |
|    ep_len_mean     | 76       |
|    ep_rew_mean     | 1.05e+04 |
| time/              |          |
|    fps             | 11       |
|    iterations      | 49       |
|    time_elapsed    | 8899     |
|    total_timesteps | 100352   |
---------------------------------
 100% ------------------------ 100,352/100,352  [ 2:28:19 < 0:00:00 , 16 it/s ]
Agente treinado e salvo em: logs-clustering\active_learning_20250625_040955
Tempo de treinamento: 148.41 minutos
